Account_ID,Account_Number,Customer_First_Name,Customer_Last_Name,State,City,Zip_Code,Original_Balance,Outstanding_Balance,Credit_Score,Placement_Date,Charge_Off_Date,Collection_Stage,Days_Past_Due,Last_Payment_Date,Account_Tenure_Months,Account_Status,Bankruptcy_Flag,Fraud_Flag
2800,NVT00002800,Jared,Lopez,Pennsylvania,Philadelphia,06474,9685.28,9685.28,661,2026-01-26,2025-12-27,Pre-Writeoff,30,2026-01-31,1,Active,0,0
2801,NVT00002801,Kyle,Anderson,North Carolina,Greensboro,65653,4765.72,4765.72,652,2025-04-29,2025-03-24,Secondary,195,,10,Active,0,0
2802,NVT00002802,Joseph,Miller,New York,New York,94357,1827.39,1827.39,828,2024-07-04,2024-06-20,Tertiary,415,2024-11-28,19,Active,0,0
2803,NVT00002803,David,Williams,Florida,Tampa,87749,2239.4,2239.4,664,2025-09-12,2025-08-31,Primary,122,2026-01-31,5,Active,0,0
2804,NVT00002804,Eric,Schmidt,Pennsylvania,Pittsburgh,67148,1231.2,1231.2,569,2026-01-14,2026-01-09,Pre-Writeoff,38,,0,Active,0,0
2805,NVT00002805,Gina,Church,Ohio,Columbus,12039,7978.96,7978.96,633,2026-01-21,2025-12-27,Pre-Writeoff,77,2026-01-31,1,Active,0,0
2806,NVT00002806,Margaret,Williams,Arizona,Mesa,77297,2534.36,2534.36,515,2024-11-08,2024-10-05,Tertiary,403,,16,Active,0,0
2807,NVT00002807,Heidi,Terry,Ohio,Cleveland,90432,9081.98,9081.98,634,2024-08-29,2024-08-10,Tertiary,528,2024-12-27,17,Active,0,0
2808,NVT00002808,Billy,Haas,Florida,Tampa,83135,5268.91,5268.91,581,2026-01-02,2025-12-14,Pre-Writeoff,40,2026-01-31,1,Active,0,0
2809,NVT00002809,Mary,Tran,Illinois,Chicago,59622,494.12,494.12,704,2024-12-06,2024-11-13,Tertiary,455,2025-06-18,14,Active,0,0
2810,NVT00002810,Mark,Aguirre,Illinois,Chicago,28264,890.86,890.86,601,2024-11-19,2024-10-24,Tertiary,459,,15,Active,0,0
2811,NVT00002811,Christopher,Newton,Georgia,Savannah,47780,2441.28,2441.28,631,2025-03-24,2025-03-03,Secondary,214,2026-01-04,11,Active,0,0
2812,NVT00002812,John,Williams,Pennsylvania,Pittsburgh,34481,4483.29,4483.29,595,2026-01-09,2025-12-19,Pre-Writeoff,82,,1,Active,0,0
2813,NVT00002813,Michael,Hendricks,North Carolina,Raleigh,39126,4085.67,4085.67,761,2025-01-09,2024-12-30,Secondary,251,2025-04-09,13,Active,0,0
2814,NVT00002814,William,Daugherty,Florida,Jacksonville,17738,2066.6,2066.6,617,2025-02-04,2025-01-31,Secondary,283,2025-05-18,12,Active,0,0
2815,NVT00002815,Erica,Jones,Georgia,Savannah,47441,1582.21,1582.21,768,2025-01-15,2025-01-08,Secondary,307,2025-11-01,12,Active,0,0
2816,NVT00002816,Jorge,Wyatt,Texas,Austin,24203,1021.81,1021.81,696,2024-07-22,2024-07-09,Tertiary,482,2024-09-23,19,Active,0,0
2817,NVT00002817,Vicki,Roy,Arizona,Mesa,37266,352.97,352.97,673,2025-01-10,2024-12-28,Secondary,263,2025-02-12,13,Active,0,0
2818,NVT00002818,Anthony,Washington,Illinois,Chicago,92742,884.4,884.4,665,2025-06-16,2025-06-05,Secondary,200,2025-12-20,8,Active,1,0
2819,NVT00002819,Richard,Steele,North Carolina,Greensboro,92412,5900.13,5900.13,667,2025-01-31,2025-01-30,Secondary,282,,12,Active,0,0
2820,NVT00002820,Shannon,Yates,California,San Diego,62545,2432.58,2432.58,505,2026-01-14,2025-12-21,Pre-Writeoff,55,2026-01-31,1,Active,0,0
2821,NVT00002821,Kaitlin,Cantu,Pennsylvania,Allentown,65033,1047.98,1047.98,620,2024-10-01,2024-08-30,Tertiary,465,2024-12-20,17,Active,0,0
2822,NVT00002822,John,George,California,San Diego,64550,184.52,184.52,699,2024-10-18,2024-10-04,Tertiary,419,2024-12-18,16,Active,0,0
2823,NVT00002823,Steven,Gomez,Illinois,Naperville,63733,11032.18,11032.18,636,2024-10-04,2024-09-04,Tertiary,361,2025-01-29,17,Active,0,0
2824,NVT00002824,Linda,Matthews,California,San Jose,33676,2419.74,2419.74,541,2025-11-09,2025-11-02,Primary,121,,3,Active,0,0
2825,NVT00002825,Donald,Harvey,Florida,Tampa,37892,914.48,914.48,636,2026-01-26,2025-12-12,Pre-Writeoff,34,,1,Active,0,0
2826,NVT00002826,Alexander,King,Ohio,Cincinnati,36345,6167.78,6167.78,759,2024-07-01,2024-05-25,Tertiary,487,,20,Active,0,0
2827,NVT00002827,Maria,Kelly,Arizona,Phoenix,74621,1690.75,1690.75,727,2025-08-05,2025-07-18,Primary,174,2026-01-31,6,Active,0,0
2828,NVT00002828,Toni,George,California,Los Angeles,51687,956.1,956.1,635,2025-08-02,2025-07-30,Primary,109,2026-01-31,6,Active,0,0
2829,NVT00002829,David,Moss,Pennsylvania,Pittsburgh,35175,9480.48,9480.48,706,2026-01-23,2026-01-11,Pre-Writeoff,37,2026-01-31,0,Active,0,0
2830,NVT00002830,Madison,Merritt,California,Los Angeles,77479,491.66,491.66,614,2025-04-16,2025-04-13,Secondary,206,2025-07-05,9,Active,0,0
2831,NVT00002831,Nathan,Rodriguez,Arizona,Mesa,32650,16372.85,16372.85,520,2025-12-23,2025-11-21,Pre-Writeoff,57,2026-01-31,2,Active,0,0
2832,NVT00002832,Crystal,Garcia,Georgia,Savannah,04947,591.6,591.6,575,2024-12-16,2024-12-08,Tertiary,402,,13,Active,0,0
2833,NVT00002833,Deanna,Thompson,New York,Rochester,40624,4509.75,4509.75,749,2025-08-01,2025-07-20,Primary,178,2026-01-31,6,Active,0,0
2834,NVT00002834,Brandi,Whitehead,Arizona,Phoenix,56486,477.8,477.8,620,2025-06-05,2025-05-05,Secondary,258,2025-11-17,9,Active,0,0
2835,NVT00002835,Jonathan,Dougherty,Illinois,Chicago,37504,4989.41,4989.41,622,2025-12-10,2025-11-09,Primary,125,,2,Active,0,0
2836,NVT00002836,Lisa,Goodman,Arizona,Tucson,07430,1664.27,1664.27,619,2024-09-08,2024-08-07,Tertiary,404,2024-12-30,18,Active,0,0
2837,NVT00002837,Andrew,Wright,Florida,Orlando,06898,3781.5,3781.5,773,2025-10-24,2025-10-16,Primary,98,2025-11-27,3,Active,0,0
2838,NVT00002838,Caleb,Grant,Georgia,Savannah,57485,965.52,965.52,753,2026-01-05,2025-11-26,Pre-Writeoff,56,2026-01-31,2,Active,0,0
2839,NVT00002839,Rachel,White,Pennsylvania,Philadelphia,01642,792.85,792.85,795,2024-08-11,2024-08-05,Tertiary,533,2025-01-19,18,Active,0,0
2840,NVT00002840,Scott,Smith,California,San Diego,51164,8861.47,8861.47,628,2024-09-27,2024-09-23,Tertiary,507,,16,Active,0,0
2841,NVT00002841,David,Vincent,Arizona,Mesa,74989,243.51,243.51,660,2025-11-28,2025-11-21,Primary,138,,2,Active,0,0
2842,NVT00002842,Rebecca,Hernandez,New York,New York,70240,2323.04,2323.04,533,2025-08-07,2025-07-10,Primary,98,2025-11-17,6,Active,0,0
2843,NVT00002843,Maria,Rodriguez,Pennsylvania,Philadelphia,67483,878.56,878.56,743,2025-05-18,2025-05-01,Secondary,354,,9,Active,0,0
2844,NVT00002844,Martin,Thompson,Illinois,Naperville,18289,1949.47,1949.47,558,2025-01-02,2024-11-21,Secondary,294,,14,Active,0,0
2845,NVT00002845,Brad,Shelton,California,Los Angeles,51641,2151.57,2151.57,655,2026-01-19,2025-12-25,Pre-Writeoff,57,2026-01-31,1,Active,0,0
2846,NVT00002846,Steven,Cohen,Georgia,Atlanta,39514,1156.68,1156.68,563,2025-05-30,2025-05-27,Secondary,191,2025-11-26,8,Active,0,0
2847,NVT00002847,Gary,Green,Ohio,Columbus,72110,304.89,304.89,598,2025-10-15,2025-09-11,Primary,90,,4,Active,0,0
2848,NVT00002848,Audrey,Koch,Texas,Houston,57437,2175.68,2175.68,581,2024-08-04,2024-07-25,Tertiary,362,2024-12-26,18,Active,0,0
2849,NVT00002849,Lorraine,Reyes,Ohio,Columbus,17003,907.4,907.4,597,2024-11-13,2024-10-01,Tertiary,522,2025-04-12,16,Active,0,0
2850,NVT00002850,Randall,Rubio,Florida,Jacksonville,97719,2270.65,2270.65,602,2024-07-16,2024-06-11,Tertiary,437,,19,Active,0,0
2851,NVT00002851,Anthony,Stout,Illinois,Chicago,88528,379.25,379.25,601,2025-04-13,2025-04-04,Secondary,195,2026-01-22,10,Active,0,0
2852,NVT00002852,Felicia,Singh,Illinois,Springfield,60463,1883.18,1883.18,698,2025-06-21,2025-06-13,Primary,179,2025-07-03,7,Active,0,0
2853,NVT00002853,Gerald,Smith,Georgia,Savannah,48231,795.77,795.77,562,2025-02-27,2025-01-14,Secondary,317,,12,Active,0,0
2854,NVT00002854,Jason,Ryan,Pennsylvania,Philadelphia,48343,5997.64,5997.64,655,2024-12-21,2024-11-11,Tertiary,409,2025-03-30,14,Active,0,0
2855,NVT00002855,Jacob,Gonzalez,California,Los Angeles,27749,3955.8,3955.8,725,2025-10-26,2025-10-15,Primary,162,,3,Active,1,0
2856,NVT00002856,Joshua,Cherry,North Carolina,Raleigh,65622,1596.95,1596.95,604,2024-12-25,2024-11-26,Secondary,230,2025-08-18,14,Active,0,0
2857,NVT00002857,Nicole,Phillips,Florida,Orlando,61139,4185.75,4185.75,589,2025-11-10,2025-11-01,Primary,145,,3,Active,0,0
2858,NVT00002858,Austin,Ramos,New York,Albany,78317,1716.53,1716.53,623,2025-08-25,2025-07-30,Primary,176,2025-10-08,6,Active,0,0
2859,NVT00002859,Christine,Stein,Pennsylvania,Allentown,30368,617.82,617.82,722,2024-09-25,2024-09-02,Tertiary,462,2025-07-05,17,Active,0,0
2860,NVT00002860,John,Smith,Illinois,Springfield,74225,349.23,349.23,653,2024-09-14,2024-08-02,Tertiary,534,,18,Active,0,0
2861,NVT00002861,Kenneth,Shaw,Illinois,Chicago,46590,15817.89,15817.89,602,2025-01-31,2025-01-01,Secondary,285,,13,Active,0,0
2862,NVT00002862,Robert,Stone,Florida,Orlando,85905,1961.69,1961.69,673,2025-11-22,2025-10-31,Primary,139,2025-12-17,3,Active,1,0
2863,NVT00002863,Andrea,Romero,Georgia,Augusta,38545,140.99,140.99,562,2025-04-15,2025-03-22,Secondary,282,2025-09-01,10,Active,0,0
2864,NVT00002864,Bruce,Carpenter,Arizona,Mesa,86120,997.06,997.06,687,2024-12-26,2024-12-14,Secondary,215,,13,Active,0,0
2865,NVT00002865,Joshua,Rivera,Arizona,Mesa,50287,2150.75,2150.75,668,2025-01-27,2024-12-18,Secondary,281,,13,Active,0,1
2866,NVT00002866,Derrick,Nelson,Ohio,Cleveland,03213,3254.95,3254.95,618,2024-10-15,2024-09-29,Tertiary,369,,16,Active,0,0
2867,NVT00002867,James,Smith,Texas,Austin,76891,972.3,972.3,581,2024-11-18,2024-10-08,Tertiary,490,2024-12-20,16,Active,0,0
2868,NVT00002868,Nicole,Martin,New York,New York,13696,910.71,910.71,577,2024-09-27,2024-09-15,Tertiary,518,2025-05-02,16,Active,0,0
2869,NVT00002869,Alicia,Dalton,Florida,Orlando,18813,2756.16,2756.16,677,2026-01-19,2025-12-18,Pre-Writeoff,51,2026-01-31,1,Active,0,0
2870,NVT00002870,Crystal,Austin,Arizona,Phoenix,16397,889.31,889.31,726,2025-06-04,2025-05-07,Secondary,358,2025-11-10,8,Active,0,0
2871,NVT00002871,Leah,Gray,Illinois,Springfield,03402,1612.18,1612.18,595,2026-01-09,2025-12-08,Pre-Writeoff,51,2026-01-31,1,Active,0,0
2872,NVT00002872,Laura,Romero,New York,Rochester,33814,981.4,981.4,672,2024-07-03,2024-06-17,Tertiary,501,2024-08-07,19,Active,0,0
2873,NVT00002873,Veronica,Bailey,Georgia,Atlanta,03693,2240.97,2240.97,493,2024-08-31,2024-08-17,Tertiary,490,2025-04-15,17,Active,0,0
2874,NVT00002874,Kimberly,Salazar,California,San Diego,61814,277.31,277.31,599,2024-11-21,2024-10-11,Tertiary,540,,15,Active,0,0
2875,NVT00002875,Michael,Golden,Florida,Miami,21100,618.28,618.28,637,2024-08-10,2024-08-07,Tertiary,411,2025-05-04,18,Active,1,0
2876,NVT00002876,Amy,Lopez,Pennsylvania,Philadelphia,47747,493.32,493.32,576,2025-05-17,2025-05-06,Secondary,341,2026-01-31,9,Active,0,0
2877,NVT00002877,Todd,Maldonado,California,Sacramento,33699,978.69,978.69,574,2025-07-06,2025-06-24,Primary,150,2025-11-28,7,Active,0,0
2878,NVT00002878,Roberta,Crawford,Illinois,Springfield,46930,3422.63,3422.63,593,2025-01-15,2024-12-09,Secondary,211,,13,Active,0,0
2879,NVT00002879,Wayne,Hanson,Arizona,Phoenix,96332,9952.86,9952.86,660,2026-01-12,2025-12-30,Pre-Writeoff,85,,1,Active,0,0
2880,NVT00002880,Paul,Mckee,Illinois,Springfield,26468,535.43,535.43,626,2025-06-24,2025-06-23,Primary,95,2025-09-18,7,Active,0,0
2881,NVT00002881,Hector,Sanders,Florida,Jacksonville,79544,3575.69,3575.69,483,2026-01-29,2025-12-24,Pre-Writeoff,43,,1,Active,0,0
2882,NVT00002882,Luis,Walters,North Carolina,Raleigh,57525,1736.04,1736.04,491,2025-12-15,2025-11-26,Primary,132,2026-01-31,2,Active,0,0
2883,NVT00002883,Jeffery,Clark,New York,Albany,06205,703.38,703.38,597,2025-05-31,2025-04-26,Secondary,342,2025-09-14,9,Active,0,0
2884,NVT00002884,Paula,Meza,Georgia,Savannah,12635,2098.15,2098.15,672,2025-11-05,2025-10-14,Primary,132,,3,Active,0,0
2885,NVT00002885,Kimberly,Harper,California,San Jose,99547,1486.97,1486.97,447,2026-01-02,2025-12-27,Pre-Writeoff,65,,1,Active,0,0
2886,NVT00002886,Brian,Stewart,Florida,Orlando,57404,440.82,440.82,605,2025-06-12,2025-04-29,Secondary,250,2026-01-07,9,Active,0,0
2887,NVT00002887,Victoria,Hall,Texas,San Antonio,08423,363.21,363.21,603,2026-01-21,2026-01-15,Pre-Writeoff,52,2026-01-31,0,Active,0,0
2888,NVT00002888,Alyssa,Lopez,Pennsylvania,Pittsburgh,75671,3891.68,3891.68,737,2024-10-29,2024-10-23,Tertiary,414,2025-04-22,15,Active,0,0
2889,NVT00002889,Katie,Morse,Pennsylvania,Philadelphia,81044,146.89,146.89,613,2024-08-25,2024-07-30,Tertiary,488,2025-04-18,18,Active,0,0
2890,NVT00002890,Yvonne,Wells,California,Sacramento,29671,833.47,833.47,666,2024-09-14,2024-09-12,Tertiary,488,2025-05-18,16,Active,0,0
2891,NVT00002891,Terri,Norton,Ohio,Cleveland,19026,130.63,130.63,649,2025-02-26,2025-01-23,Secondary,342,,12,Active,0,0
2892,NVT00002892,Craig,Moore,Illinois,Naperville,83369,396.61,396.61,490,2024-09-23,2024-08-20,Tertiary,506,,17,Active,0,0
2893,NVT00002893,Diane,Howard,New York,Buffalo,97910,132.67,132.67,693,2024-08-19,2024-07-25,Tertiary,483,2025-03-10,18,Active,0,0
2894,NVT00002894,Joseph,Hernandez,Illinois,Chicago,33645,3263.76,3263.76,655,2026-01-21,2025-12-10,Pre-Writeoff,45,2026-01-31,1,Active,0,0
2895,NVT00002895,Lisa,Barnes,Pennsylvania,Pittsburgh,61938,780.05,780.05,675,2025-06-04,2025-05-26,Secondary,254,2025-06-14,8,Active,0,0
2896,NVT00002896,Samantha,Blackwell,Pennsylvania,Philadelphia,04574,16865.44,16865.44,850,2025-10-05,2025-09-27,Primary,105,2026-01-31,4,Active,0,0
2897,NVT00002897,Brian,Bailey,Illinois,Springfield,58219,1144.71,1144.71,494,2024-11-25,2024-10-28,Tertiary,480,2025-01-22,15,Active,0,0
2898,NVT00002898,Wendy,Miller,New York,Buffalo,74381,4527.96,4527.96,760,2025-10-19,2025-09-30,Primary,129,2026-01-31,4,Active,0,0
2899,NVT00002899,Jeffrey,Pacheco,Georgia,Atlanta,19286,5944.09,5944.09,619,2025-09-06,2025-07-28,Primary,91,2026-01-31,6,Active,1,0
2900,NVT00002900,Meghan,Anderson,North Carolina,Raleigh,52554,2965.24,2965.24,660,2026-01-29,2026-01-11,Pre-Writeoff,46,2026-01-31,0,Active,0,0
2901,NVT00002901,Laura,Valdez,North Carolina,Greensboro,18336,203.02,203.02,636,2025-02-03,2025-01-22,Secondary,308,2025-04-19,12,Active,0,0
2902,NVT00002902,Michael,Armstrong,New York,Albany,47761,7695.12,7695.12,610,2026-01-26,2026-01-24,Pre-Writeoff,35,2026-01-31,0,Active,0,0
2903,NVT00002903,Mary,Pennington,Ohio,Columbus,88113,2169.49,2169.49,600,2026-01-29,2026-01-19,Pre-Writeoff,89,2026-01-31,0,Active,0,0
2904,NVT00002904,Megan,Hernandez,New York,New York,14152,3772.31,3772.31,663,2025-02-19,2025-01-21,Secondary,270,,12,Active,0,0
2905,NVT00002905,Gregory,Mitchell,New York,Buffalo,93124,299.22,299.22,533,2025-01-22,2024-12-19,Secondary,333,,13,Active,0,0
2906,NVT00002906,Brittany,Jones,California,Sacramento,63012,1692.01,1692.01,692,2025-02-13,2025-02-08,Secondary,216,2025-09-07,11,Active,0,0
2907,NVT00002907,Linda,Glass,New York,Albany,39383,6815.18,6815.18,610,2026-01-28,2025-12-26,Pre-Writeoff,66,2026-01-31,1,Active,0,0
2908,NVT00002908,Heidi,Friedman,Georgia,Atlanta,26884,1289.61,1289.61,560,2026-01-06,2025-11-22,Pre-Writeoff,37,2026-01-31,2,Active,0,0
2909,NVT00002909,Robin,Mack,New York,New York,16803,2908.96,2908.96,608,2025-06-19,2025-06-04,Secondary,216,2025-08-13,8,Active,0,0
2910,NVT00002910,Anthony,Robinson,Florida,Orlando,90368,838.43,838.43,728,2025-04-27,2025-04-15,Secondary,359,2025-10-25,9,Active,0,0
2911,NVT00002911,Jackie,Hernandez,Arizona,Tucson,52175,1091.13,1091.13,602,2024-07-05,2024-06-14,Tertiary,391,2024-07-27,19,Active,0,0
2912,NVT00002912,Stacey,Stewart,Texas,Dallas,07942,812.26,812.26,665,2025-11-13,2025-11-01,Primary,121,,3,Active,0,0
2913,NVT00002913,Anne,Todd,Florida,Tampa,29023,227.36,227.36,588,2024-08-28,2024-08-08,Tertiary,540,2025-02-14,18,Active,0,0
2914,NVT00002914,Anna,Haynes,Ohio,Cleveland,17762,3230.56,3230.56,693,2025-04-12,2025-03-23,Secondary,269,2025-08-03,10,Active,0,0
2915,NVT00002915,Jacob,Morales,California,San Jose,49224,1909.83,1909.83,687,2025-09-12,2025-08-08,Primary,154,2026-01-31,5,Active,0,0
2916,NVT00002916,Vanessa,Graham,New York,Rochester,08197,444.81,444.81,769,2024-09-08,2024-08-16,Tertiary,497,,17,Active,0,0
2917,NVT00002917,Nicole,Ford,Florida,Miami,85577,4247.52,4247.52,627,2026-01-14,2025-12-31,Pre-Writeoff,61,2026-01-31,1,Active,0,0
2918,NVT00002918,Travis,Cortez,New York,Buffalo,30796,2872.81,2872.81,686,2025-08-23,2025-08-16,Primary,93,,5,Active,0,0
2919,NVT00002919,Kyle,Moore,Georgia,Atlanta,98742,4434.5,4434.5,646,2025-03-29,2025-02-25,Secondary,245,2025-09-07,11,Active,0,0
2920,NVT00002920,Tracy,Ortiz,Georgia,Atlanta,89682,8600.84,8600.84,730,2026-01-15,2026-01-03,Pre-Writeoff,43,2026-01-31,0,Active,0,0
2921,NVT00002921,Christopher,Serrano,Arizona,Phoenix,91274,1656.51,1656.51,589,2025-04-19,2025-03-22,Secondary,217,2025-11-17,10,Active,0,0
2922,NVT00002922,Jesse,Sharp,Florida,Orlando,77111,451.76,451.76,692,2026-01-23,2025-12-18,Pre-Writeoff,83,2026-01-31,1,Active,0,0
2923,NVT00002923,Jeffery,Beck,Florida,Tampa,39448,6204.15,6204.15,626,2025-03-14,2025-03-05,Secondary,190,2025-10-31,11,Active,0,0
2924,NVT00002924,Alisha,Finley,Texas,Houston,32813,6512.86,6512.86,635,2026-01-14,2026-01-08,Pre-Writeoff,87,,0,Active,0,0
2925,NVT00002925,Aaron,Williams,Ohio,Cincinnati,88841,3376.01,3376.01,646,2025-04-09,2025-03-17,Secondary,319,2025-10-02,10,Active,0,0
2926,NVT00002926,Samantha,Bennett,Texas,Austin,83682,4864.97,4864.97,657,2026-01-09,2025-11-28,Pre-Writeoff,31,2026-01-31,2,Active,0,0
2927,NVT00002927,James,Rogers,Georgia,Savannah,78814,10467.98,10467.98,631,2026-01-21,2025-12-07,Pre-Writeoff,75,2026-01-31,1,Active,0,0
2928,NVT00002928,David,Green,North Carolina,Raleigh,67153,457.43,457.43,655,2024-10-26,2024-09-11,Tertiary,428,2024-11-02,16,Active,0,0
2929,NVT00002929,Jennifer,Robertson,California,San Jose,70121,180.45,180.45,750,2024-10-15,2024-09-23,Tertiary,468,,16,Active,0,0
2930,NVT00002930,Samantha,Lucas,California,San Jose,34403,4993.28,4993.28,708,2026-01-16,2025-12-20,Pre-Writeoff,63,2026-01-31,1,Active,0,0
2931,NVT00002931,Megan,Arnold,Florida,Orlando,35554,928.5,928.5,700,2024-11-16,2024-10-15,Tertiary,506,2025-02-12,15,Active,0,0
2932,NVT00002932,Marcus,Davis,Illinois,Springfield,20758,2434.56,2434.56,608,2025-01-02,2024-11-21,Secondary,338,2025-03-11,14,Active,0,0
2933,NVT00002933,Andrew,Harris,Arizona,Tucson,60784,3196.26,3196.26,577,2026-01-27,2026-01-21,Pre-Writeoff,33,2026-01-31,0,Active,0,0
2934,NVT00002934,Brenda,Rodriguez,Texas,Houston,73483,5768.18,5768.18,706,2024-11-04,2024-09-27,Tertiary,374,,16,Active,0,0
2935,NVT00002935,Samantha,Pena,Pennsylvania,Allentown,75632,3549.75,3549.75,701,2026-01-26,2026-01-17,Pre-Writeoff,81,2026-01-31,0,Active,0,0
2936,NVT00002936,Kim,Wolf,Florida,Tampa,47357,689.27,689.27,743,2025-07-18,2025-07-17,Primary,164,,6,Active,0,0
2937,NVT00002937,Meghan,Williams,Georgia,Atlanta,20855,17176.01,17176.01,597,2025-08-12,2025-08-07,Primary,154,2026-01-31,5,Active,0,0
2938,NVT00002938,Michelle,Nelson,Florida,Tampa,90374,2345.21,2345.21,623,2025-11-20,2025-11-08,Primary,158,2026-01-06,2,Active,0,0
2939,NVT00002939,Susan,Ferguson,New York,New York,32324,937.69,937.69,525,2026-01-27,2026-01-10,Pre-Writeoff,70,2026-01-31,0,Active,0,0
2940,NVT00002940,Nathaniel,Rosales,Ohio,Cincinnati,56518,18076.28,18076.28,612,2026-01-02,2025-11-30,Pre-Writeoff,82,,2,Active,0,1
2941,NVT00002941,Sheri,Bush,Texas,Houston,12403,1082.85,1082.85,709,2025-01-04,2024-12-15,Secondary,291,2025-06-10,13,Active,0,0
2942,NVT00002942,Randall,Moore,New York,Albany,65955,1489.41,1489.41,607,2025-09-07,2025-08-18,Primary,131,2025-10-27,5,Active,0,0
2943,NVT00002943,Craig,Fuentes,California,San Jose,78034,2343.52,2343.52,684,2025-10-26,2025-10-18,Primary,145,2026-01-31,3,Active,0,0
2944,NVT00002944,Kevin,Miller,New York,Albany,35182,1250.11,1250.11,626,2024-10-11,2024-09-12,Tertiary,483,,16,Active,0,0
2945,NVT00002945,Derek,Jefferson,Pennsylvania,Pittsburgh,75200,5089.48,5089.48,662,2025-04-24,2025-04-19,Secondary,231,2026-01-11,9,Active,0,0
2946,NVT00002946,Eric,Davis,Texas,San Antonio,54783,2552.66,2552.66,559,2025-03-22,2025-02-08,Secondary,231,,11,Active,0,0
2947,NVT00002947,Stacy,Poole,Texas,Austin,95647,4498.66,4498.66,645,2025-07-17,2025-06-24,Primary,124,,7,Active,0,0
2948,NVT00002948,Latoya,Casey,Ohio,Cleveland,34915,841.73,841.73,430,2025-09-04,2025-08-16,Primary,173,2025-10-11,5,Active,0,0
2949,NVT00002949,Susan,Watson,Georgia,Savannah,44557,979.0,979.0,626,2026-01-29,2026-01-09,Pre-Writeoff,88,,0,Active,0,0
2950,NVT00002950,Debra,Phillips,Texas,San Antonio,40647,372.77,372.77,525,2026-01-15,2026-01-02,Pre-Writeoff,53,2026-01-31,0,Active,0,0
2951,NVT00002951,Grant,Bates,Arizona,Phoenix,79733,289.04,289.04,724,2024-09-01,2024-07-25,Tertiary,511,2024-10-31,18,Active,0,0
2952,NVT00002952,Tanya,Stephenson,Florida,Orlando,92074,355.15,355.15,694,2026-01-29,2026-01-04,Pre-Writeoff,62,,0,Active,0,0
2953,NVT00002953,Heather,Dawson,Illinois,Springfield,98602,7761.34,7761.34,672,2026-01-13,2026-01-08,Pre-Writeoff,73,2026-01-31,0,Active,0,0
2954,NVT00002954,Sarah,Medina,New York,New York,46945,7109.67,7109.67,746,2026-01-29,2025-12-25,Pre-Writeoff,46,2026-01-31,1,Active,0,0
2955,NVT00002955,Kristin,Kane,Arizona,Phoenix,93726,3006.33,3006.33,573,2025-10-14,2025-09-06,Primary,95,2026-01-31,4,Active,0,0
2956,NVT00002956,Jeffrey,Stephens,Arizona,Phoenix,82182,1223.85,1223.85,762,2024-11-01,2024-10-30,Tertiary,540,2025-03-29,15,Active,0,0
2957,NVT00002957,Brianna,Nichols,Texas,Austin,46905,5604.72,5604.72,705,2024-10-07,2024-09-05,Tertiary,484,2025-05-05,17,Active,1,0
2958,NVT00002958,Gregory,Esparza,Arizona,Phoenix,60324,551.75,551.75,623,2024-07-10,2024-05-26,Tertiary,388,2024-08-26,20,Active,0,0
2959,NVT00002959,Kurt,Evans,Georgia,Atlanta,96582,1307.2,1307.2,719,2025-02-08,2025-01-04,Secondary,360,2025-03-23,13,Active,0,0
2960,NVT00002960,Haley,Smith,California,Los Angeles,66964,18195.95,18195.95,562,2026-01-28,2026-01-15,Pre-Writeoff,59,,0,Active,0,0
2961,NVT00002961,David,Gallagher,Ohio,Cleveland,15702,8867.93,8867.93,582,2026-01-02,2025-12-28,Pre-Writeoff,50,2026-01-31,1,Active,0,0
2962,NVT00002962,Jessica,Rodriguez,Texas,Austin,23215,8584.47,8584.47,597,2025-10-28,2025-10-07,Primary,179,,3,Active,0,0
2963,NVT00002963,Stacy,Murphy,California,San Jose,59303,583.21,583.21,602,2025-10-19,2025-10-09,Primary,111,2025-12-09,3,Active,0,0
2964,NVT00002964,Stacy,Hawkins,Florida,Miami,95546,221.99,221.99,566,2024-12-26,2024-12-10,Secondary,256,,13,Active,0,0
2965,NVT00002965,Peter,Brown,Georgia,Augusta,25803,535.7,535.7,725,2026-01-28,2026-01-11,Pre-Writeoff,58,2026-01-31,0,Active,0,0
2966,NVT00002966,Virginia,Parker,North Carolina,Greensboro,95613,6959.7,6959.7,621,2025-11-11,2025-10-05,Primary,144,2026-01-31,3,Active,0,0
